sentence_id,review_id,text,primary_intent,intent_count,intent_complaint,intent_return_refund,intent_support_contact,intent_shipping,intent_product_quality,intent_price_value,intent_recommendation,intent_neutral_inquiry,escalation_risk,human_score,human_label,vader_neg,vader_neu,vader_pos,vader_compound,vader_label
17_5,17,i have several tv shows on dvd so they are divided by episode.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
17_6,17,on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd.,complaint,1,1,0,0,0,0,0,0,0,0,-1.4,NEGATIVE,0.0,0.716,0.284,0.6964,POSITIVE
17_7,17,luckily i also have a ps2 which can play those episodes the player can't.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,0.678,0.322,0.6908,POSITIVE
17_8,17,"unfortunately i bought a player because the ps2 couldn't play all my dvds, and now the player can't play everything.",other,0,0,0,0,0,0,0,0,0,0,-1.75,NEGATIVE,0.276,0.724,0.0,-0.6675,NEGATIVE
18_1,18,another person who had problem with picture after one use.,complaint,1,1,0,0,0,0,0,0,0,0,-1.8,NEGATIVE,0.231,0.769,0.0,-0.4019,NEGATIVE
18_2,18,i purchased this as a christmas gift for my husband.,recommendation,1,0,0,0,0,0,0,1,0,0,0.2,NEUTRAL,0.0,0.756,0.244,0.4404,POSITIVE
18_3,18,we tried it out christmas night and it worked great.,other,0,0,0,0,0,0,0,0,0,0,2.45,POSITIVE,0.0,0.687,0.313,0.6249,POSITIVE
18_4,18,even viewed cds full of jpgs.,other,0,0,0,0,0,0,0,0,0,0,0.9,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
18_5,18,"we didn't get to use it again for over a month (sad, i know).",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-1.2,NEGATIVE,0.193,0.807,0.0,-0.4767,NEGATIVE
18_6,18,"but when we went to use it again, there was sound but no picture.",other,0,0,0,0,0,0,0,0,0,0,-1.75,NEGATIVE,0.177,0.823,0.0,-0.4215,NEGATIVE
18_7,18,"we saw reviews that said the same thing, and also saw here that their customer service stinks.",support_contact,1,0,0,1,0,0,0,0,0,0,-2.25,NEGATIVE,0.111,0.889,0.0,-0.25,NEGATIVE
18_8,18,"though we were past the deadline for returns (by a few days), i contacted amazon right away and pleaded for help.",return_refund,2,0,1,1,0,0,0,0,0,0,-0.35,NEUTRAL,0.0,0.812,0.188,0.5267,POSITIVE
18_9,18,"they authorized my late return, and hopefully they are giving apex heck.",return_refund,2,0,1,0,1,0,0,0,0,0,0.05,NEUTRAL,0.0,0.662,0.338,0.6249,POSITIVE
18_10,18,"i hate apex but love amazon, and i tell everyone.",other,0,0,0,0,0,0,0,0,0,0,-0.75,NEGATIVE,0.137,0.407,0.456,0.7579,POSITIVE
18_11,18,do not buy this player.,recommendation,1,0,0,0,0,0,0,1,0,0,-2.8,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
18_12,18,"who knows how many uses you'll get out of it before it craps out, but it probably will.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-1.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
19_1,19,frustrating just hope you never lose / break the remote for this player!,product_quality,1,0,0,0,0,1,0,0,0,0,-1.85,NEGATIVE,0.158,0.545,0.297,0.3716,POSITIVE
19_2,19,"we've purchased 3 universal remotes so far-all claiming to work "" apex "" dvd players and none worked.",recommendation,1,0,0,0,0,0,0,1,0,0,-2.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
19_3,19,called customer service and basically was told to either keep buying univ.,support_contact,2,0,0,1,0,0,0,1,0,0,-1.4,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
19_4,19,remotes to try or buy the replacement remote for $ 23 (which is almost half of what i paid for the whole player).,return_refund,3,0,1,0,0,0,1,1,0,0,-0.9,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
19_5,19,if anybody knows of a remote to work this-i'd love to hear from you!,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,0.25,NEUTRAL,0.0,0.743,0.257,0.6696,POSITIVE
19_6,19,"(on here of course) also, a couple dvd's wouldn't play and they were new ones!",other,0,0,0,0,0,0,0,0,0,0,-1.55,NEGATIVE,0.143,0.857,0.0,-0.3244,NEGATIVE
20_1,20,poor customer service.,complaint,2,1,0,1,0,0,0,0,0,0,-2.1,NEGATIVE,0.608,0.392,0.0,-0.4767,NEGATIVE
20_2,20,i had to return the remote on this product because it appeared to be defective.,complaint,3,1,1,0,0,1,0,0,0,0,-1.5,NEGATIVE,0.172,0.828,0.0,-0.4404,NEGATIVE
20_3,20,it took over 2 months and repeated follow-up to get it replaced.,return_refund,1,0,1,0,0,0,0,0,0,0,-1.65,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
20_4,20,the customer service dept did not list a toll free number and it was a real hassle to get through on their regular line.,support_contact,1,0,0,1,0,0,0,0,0,0,-1.9,NEGATIVE,0.0,0.827,0.173,0.5574,POSITIVE
20_5,20,i would not be inclined to purchase an apex product again.,recommendation,1,0,0,0,0,0,0,1,0,0,-2.2,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
21_1,21,a piece of junk.,complaint,1,1,0,0,0,0,0,0,0,0,-3.35,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
21_2,21,door broke after a month.,product_quality,1,0,0,0,0,1,0,0,0,0,-1.95,NEGATIVE,0.412,0.588,0.0,-0.4215,NEGATIVE
21_3,21,unit took forever since the begiining to recognize and play discs.,other,0,0,0,0,0,0,0,0,0,0,-1.95,NEGATIVE,0.0,0.806,0.194,0.34,POSITIVE
21_4,21,3 months of use and it no longer recognizes anything.,other,0,0,0,0,0,0,0,0,0,0,-2.15,NEGATIVE,0.196,0.804,0.0,-0.296,NEGATIVE
21_5,21,forget about it.,other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.487,0.513,0.0,-0.2263,NEGATIVE
21_6,21,it's money down the drain.,price_value,1,0,0,0,0,0,1,0,0,0,-2.65,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
21_7,21,get cheaper panasonics or toshibas or even sonys.,product_quality,2,0,0,0,0,1,1,0,0,0,-1.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
22_1,22,"to quote bart: "" craptacular "".",other,0,0,0,0,0,0,0,0,0,0,-3.0,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
22_2,22,"well, it was nice while it lasted.",other,0,0,0,0,0,0,0,0,0,0,-1.05,NEGATIVE,0.0,0.505,0.495,0.5994,POSITIVE
22_3,22,"after @ 3 months, it stoppped playing higher number scenes on dvds.",other,0,0,0,0,0,0,0,0,0,0,-2.05,NEGATIVE,0.0,0.763,0.237,0.2732,POSITIVE
22_4,22,"as an engineer, i am embarrassed for the engineering profession when such crap is released for sale.",other,0,0,0,0,0,0,0,0,0,0,-3.3,NEGATIVE,0.254,0.746,0.0,-0.6249,NEGATIVE
23_1,23,poor quality.,complaint,2,1,0,0,0,1,0,0,0,0,-2.2,NEGATIVE,0.756,0.244,0.0,-0.4767,NEGATIVE
23_2,23,only used for 3 month before it's down!,other,0,0,0,0,0,0,0,0,0,0,-2.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
23_3,23,i had hoped this was bought from walmart so that i could return it!,return_refund,1,0,1,0,0,0,0,0,0,0,-1.75,NEGATIVE,0.0,0.818,0.182,0.4389,POSITIVE
23_4,23,"it sends discoutinous signals to tv, so the tv has the pictures for one moment and has only the white noise for the other moment.",other,0,0,0,0,0,0,0,0,0,0,-1.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
23_5,23,the other thing i don't like about this 2600 is that it makes the color look over saturated.,other,0,0,0,0,0,0,0,0,0,0,-1.3,NEGATIVE,0.11,0.89,0.0,-0.2755,NEGATIVE
23_6,23,"maybe it's good for tvs with not so good color settings, but not good for my tv that already has very vibrant pictures.",other,0,0,0,0,0,0,0,0,0,0,-1.15,NEGATIVE,0.165,0.611,0.225,0.4341,POSITIVE
24_1,24,returned after failing to play dvds.,return_refund,1,0,1,0,0,0,0,0,0,0,-2.25,NEGATIVE,0.34,0.412,0.247,-0.2263,NEGATIVE
24_2,24,i purchased the ad2600 after feeling comfortable with the reviews i read here on amazon.,recommendation,1,0,0,0,0,0,0,1,0,0,1.2,POSITIVE,0.0,0.649,0.351,0.6705,POSITIVE
24_3,24,"as soon as i lifted the unit out of the box, i questioned my judgement.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-1.65,NEGATIVE,0.091,0.909,0.0,-0.1027,NEGATIVE
24_4,24,the entire unit was poorly crafted.,complaint,1,1,0,0,0,0,0,0,0,0,-2.35,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
24_5,24,there were sharp screw tips on the underside of the unit coming from inside that were obviously used to anchor the internal control board.,other,0,0,0,0,0,0,0,0,0,0,-0.7,NEGATIVE,0.057,0.943,0.0,-0.1027,NEGATIVE
24_6,24,"after hooking the thing up, i found that it would only played less than 50% of the dvds i put in it.",other,0,0,0,0,0,0,0,0,0,0,-1.7,NEGATIVE,0.0,0.897,0.103,0.34,POSITIVE
24_7,24,most of the dvds i was trying were fairly new and were in great condition.,other,0,0,0,0,0,0,0,0,0,0,0.35,NEUTRAL,0.0,0.773,0.227,0.6249,POSITIVE
24_8,24,the dvd player just would't recognize them.,other,0,0,0,0,0,0,0,0,0,0,-1.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
24_9,24,"it would spin, read, spin some more and then show on the display that there was no disc.",other,0,0,0,0,0,0,0,0,0,0,-1.65,NEGATIVE,0.115,0.885,0.0,-0.296,NEGATIVE
24_10,24,i ended up sending the unit back to amazon.,other,0,0,0,0,0,0,0,0,0,0,-2.05,NEGATIVE,0.0,0.825,0.175,0.1779,POSITIVE
25_1,25,apex ad2600.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
25_2,25,"this dvd player plays raw mpeg2 and mpeg1 videos, jpeg, wma, cdr / cdrw / dvdr / dvdrw, and of course plays dvd movies from uk.",other,0,0,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.0,0.857,0.143,0.4588,POSITIVE
25_3,25,"i love the aiff, progressive scan feature.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.5,POSITIVE,0.0,0.588,0.412,0.6369,POSITIVE
25_4,25,now it would have gotten 5 stars had this baby come with features to upgrade the firmware and was able to play divx or avi videos.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.55,POSITIVE,0.0,0.912,0.088,0.34,POSITIVE
25_5,25,but for $ 49.99 go get one!,other,0,0,0,0,0,0,0,0,0,0,2.1,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
25_6,25,features and looks this dvd player is overpriced had it come with sony or one of the other top brand names.,price_value,2,0,0,0,0,0,1,0,1,0,-1.4,NEGATIVE,0.0,0.917,0.083,0.2023,POSITIVE
26_1,26,customer service nonexistant.,support_contact,1,0,0,1,0,0,0,0,0,0,-2.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
26_2,26,i have not even used my new dvd player and already i am disapointed!,other,0,0,0,0,0,0,0,0,0,0,-2.3,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
26_3,26,i have been trying for over a week to contact apex.,support_contact,1,0,0,1,0,0,0,0,0,0,-1.6,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
26_4,26,they will not respond to my emails (promised turnaround time is 24 hours) and the phone line is constantly busy.,support_contact,1,0,0,1,0,0,0,0,0,0,-2.1,NEGATIVE,0.0,0.884,0.116,0.3612,POSITIVE
26_5,26,all i am looking for is a rebate form!,other,0,0,0,0,0,0,0,0,0,0,-0.6,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
27_1,27,"what a buy... i accually didn't buy the apex ad-2600 from amazon but, the reviews i found here helped me purchase it.",recommendation,1,0,0,0,0,0,0,1,0,0,1.8,POSITIVE,0.0,0.94,0.06,0.09,POSITIVE
27_2,27,i have owned an apex ad-3201 for close to 3 years now and i love that deck.,other,0,0,0,0,0,0,0,0,0,0,2.55,POSITIVE,0.0,0.792,0.208,0.6369,POSITIVE
27_3,27,"because of it's hidden features (no macrovision, non-regional) i keep this baby around to watch non-american region dvd's.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.15,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
27_4,27,"however, the ad-2600 doesn't have this feature (for now).",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,-0.7,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
27_5,27,"the cool thing about the ad-2600 it plays alot of different file like mp3, wma cds, jpeg and kodak picture cds, dvd's, dvd - / + r's.",other,0,0,0,0,0,0,0,0,0,0,2.15,POSITIVE,0.0,0.779,0.221,0.7003,POSITIVE
27_6,27,"it's not a listed feature but, the one thing that sold the unit is that it plays mpeg video.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.55,POSITIVE,0.0,0.878,0.122,0.3612,POSITIVE
27_7,27,i find this to be a great feature.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.25,POSITIVE,0.0,0.631,0.369,0.6249,POSITIVE
27_8,27,i've tried playing all of these discs and they all play great.,other,0,0,0,0,0,0,0,0,0,0,2.3,POSITIVE,0.0,0.52,0.48,0.8074,POSITIVE
27_9,27,for the money apex machines have good features.,price_value,2,0,0,0,0,0,1,0,1,0,1.6,POSITIVE,0.0,0.707,0.293,0.4404,POSITIVE
27_10,27,you can't find the mpeg playback on high priced units.,price_value,1,0,0,0,0,0,1,0,0,0,-0.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
27_11,27,"it's low profile, space saving design looks nice.",other,0,0,0,0,0,0,0,0,0,0,1.45,POSITIVE,0.193,0.55,0.257,0.1779,POSITIVE
27_12,27,i find the apex ad-2600 to be a great buy.,recommendation,1,0,0,0,0,0,0,1,0,0,2.65,POSITIVE,0.0,0.687,0.313,0.6249,POSITIVE
28_1,28,avoid apex dvd players - even if they're free!,recommendation,1,0,0,0,0,0,0,1,0,0,-2.95,NEGATIVE,0.172,0.547,0.281,0.3382,POSITIVE
28_2,28,i received this dvd player free with the purchase of a palm tungsten e from officemax.,shipping,2,0,0,0,1,0,0,1,0,0,0.35,NEUTRAL,0.0,0.82,0.18,0.5106,POSITIVE
28_3,28,now i know why - they are pieces of junk.,complaint,2,1,0,0,0,0,0,0,1,0,-2.75,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
28_4,28,"less than a month later the screen freezes and eventually shows "" no disc.",shipping,1,0,0,0,1,0,0,0,0,0,-1.75,NEGATIVE,0.216,0.784,0.0,-0.3182,NEGATIVE
28_5,28,"""  this is the second apex dvd player i've had - and the last.",other,0,0,0,0,0,0,0,0,0,0,-2.0,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
29_1,29,best player for the buck.,other,0,0,0,0,0,0,0,0,0,0,2.65,POSITIVE,0.0,0.488,0.512,0.6369,POSITIVE
29_2,29,"i was surprised to find that not only could this dvd player play mpeg2 format which allowed me to stack 2 movies on a dvd, but it also was able to play vob files which i created with smart ripper.",other,0,0,0,0,0,0,0,0,0,0,1.95,POSITIVE,0.0,0.74,0.26,0.8834,POSITIVE
29_3,29,the aff feature did a great job converting the letterbox to fill 3/4 of the screen and the image still looked normal.,neutral_inquiry,1,0,0,0,0,0,0,0,1,0,2.05,POSITIVE,0.0,0.837,0.163,0.6249,POSITIVE
29_4,29,loved the slim design.,other,0,0,0,0,0,0,0,0,0,0,2.5,POSITIVE,0.0,0.435,0.565,0.5994,POSITIVE
30_1,30,black and white only after 1 month of use.,other,0,0,0,0,0,0,0,0,0,0,-1.5,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
30_2,30,this unit was working fine for the 1st month and a half and then the color signal disappeared.,other,0,0,0,0,0,0,0,0,0,0,-1.35,NEGATIVE,0.096,0.812,0.091,-0.0258,NEUTRAL
30_3,30,apex has still not responded to my email describing the problem after almost a week and their customer service line is always busy.,complaint,2,1,0,1,0,0,0,0,0,0,-2.0,NEGATIVE,0.109,0.891,0.0,-0.4019,NEGATIVE
31_1,31,most bang for the buck.,other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
31_2,31,i recieved my 2600 4 days ago and feel that this may be the best $ 50 i have ever spent.,other,0,0,0,0,0,0,0,0,0,0,3.0,POSITIVE,0.0,0.826,0.174,0.6369,POSITIVE
31_3,31,"it plays all my back-ups, + or -, and everything else i have put in it without a hick up.",other,0,0,0,0,0,0,0,0,0,0,1.9,POSITIVE,0.0,0.905,0.095,0.25,POSITIVE
31_4,31,audio is excellent.,other,0,0,0,0,0,0,0,0,0,0,2.9,POSITIVE,0.0,0.351,0.649,0.5719,POSITIVE
31_5,31,well worth the money.,price_value,1,0,0,0,0,0,1,0,0,0,2.4,POSITIVE,0.0,0.333,0.667,0.4588,POSITIVE
32_1,32,"for the price, an excellent buy.",price_value,2,0,0,0,0,0,1,1,0,0,2.45,POSITIVE,0.0,0.575,0.425,0.5719,POSITIVE
32_2,32,"after having bought and been disappointed in another brand of dvd player, i purchased the apex ad2600 from amazon and first of all i should say it was delivered much more quickly than i had expected.",complaint,3,1,0,0,1,0,0,1,0,0,1.3,POSITIVE,0.08,0.876,0.044,-0.34,NEGATIVE
32_3,32,"(good going, amazon).",other,0,0,0,0,0,0,0,0,0,0,0.8,POSITIVE,0.0,0.179,0.821,0.5574,POSITIVE
32_4,32,i am very pleased with the apex ad2600.it plays just about anything you put in the drawer.,other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,0.743,0.257,0.6361,POSITIVE
32_5,32,"so far i've played regular dvd's, backup dvd-r's, mp3 cd's, and regular cd's.",other,0,0,0,0,0,0,0,0,0,0,0.7,POSITIVE,0.0,0.818,0.182,0.3947,POSITIVE
32_6,32,"i have not yet tried the photo show capability, but i'm thinking that will probably work well too, based on the success with the above mentioned disks.",neutral_inquiry,1,0,0,0,0,0,0,0,1,0,1.75,POSITIVE,0.0,0.765,0.235,0.8271,POSITIVE
32_7,32,i do want to mention too that it is certainly worthwhile to read the instruction manual that comes with the unit.,price_value,1,0,0,0,0,0,1,0,0,0,0.3,NEUTRAL,0.0,0.747,0.253,0.6249,POSITIVE
32_8,32,"the comments i've read about having problems with this dvd player all seem to stem from pushing the incorrect buttons on the dvd remote.for instance, pushing the button to play pal (european type) movies, when an ntsc (usa type) movie disk is in the disk tray.",complaint,1,1,0,0,0,0,0,0,0,0,-0.05,NEUTRAL,0.055,0.896,0.049,-0.0772,NEGATIVE
32_9,32,"so, if you read the instructions well, you shouldn't have any problems with this dvd unit.",complaint,1,1,0,0,0,0,0,0,0,0,1.25,POSITIVE,0.0,0.763,0.237,0.52,POSITIVE
32_10,32,"i can't speak to its long-term reliability, as i've only had the apex ad2600 for a little over a week at this point.",other,0,0,0,0,0,0,0,0,0,0,0.1,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
32_11,32,"but, it seems to work so well now, that i don't anticipate any problems with it.",complaint,1,1,0,0,0,0,0,0,0,0,1.3,POSITIVE,0.0,0.683,0.317,0.7579,POSITIVE
32_12,32,bottom line for me is that for the price i don't think you can go wrong at all by purchasing this dvd player.,price_value,1,0,0,0,0,0,1,0,0,0,2.15,POSITIVE,0.124,0.876,0.0,-0.4767,NEGATIVE
33_1,33,"excellent second dvd, or first dvd for hdtv ready tv.",other,0,0,0,0,0,0,0,0,0,0,2.55,POSITIVE,0.0,0.563,0.437,0.7351,POSITIVE
33_2,33,wow!,other,0,0,0,0,0,0,0,0,0,0,2.6,POSITIVE,0.0,0.0,1.0,0.6239,POSITIVE
33_3,33,simple to use and hook up.,other,0,0,0,0,0,0,0,0,0,0,1.4,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
33_4,33,"comes with standard rca jacks for output, along with s-video output (s-video cable not included, must be purchased seperately) and also component video outputs.",recommendation,1,0,0,0,0,0,0,1,0,0,0.3,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
33_5,33,the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used.,other,0,0,0,0,0,0,0,0,0,0,2.1,POSITIVE,0.0,0.852,0.148,0.6369,POSITIVE
33_6,33,"i also own an "" apex ad 1201 "" dvd player and have had no problems with it since i purchased it almost 1 1/2 years ago.",complaint,2,1,0,0,0,0,0,1,0,0,1.65,POSITIVE,0.0,0.92,0.08,0.3089,POSITIVE
33_7,33,one big difference between the 1201 and the 2600 models is that the 2600 model is virtually silent.,other,0,0,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
33_8,33,and doesn't need to be placed in a cabinet like the 1201 does.,other,0,0,0,0,0,0,0,0,0,0,0.85,POSITIVE,0.0,0.828,0.172,0.3612,POSITIVE
33_9,33,friends of mine who own apex tv sets are also all very pleased.,other,0,0,0,0,0,0,0,0,0,0,2.25,POSITIVE,0.0,0.636,0.364,0.7425,POSITIVE
33_10,33,i would not hesitate to purchase this if you are uncertain of the brand name.,recommendation,1,0,0,0,0,0,0,1,0,0,1.7,POSITIVE,0.129,0.764,0.107,-0.0992,NEGATIVE
33_11,33,consider it for a future gift too!,other,0,0,0,0,0,0,0,0,0,0,2.2,POSITIVE,0.0,0.653,0.347,0.4926,POSITIVE
34_1,34,save your money.,price_value,1,0,0,0,0,0,1,0,0,0,-1.65,NEGATIVE,0.0,0.385,0.615,0.4939,POSITIVE
34_2,34,this dvd play is basicly junk.,complaint,1,1,0,0,0,0,0,0,0,0,-2.9,NEGATIVE,0.0,0.676,0.324,0.34,POSITIVE
34_3,34,it won't play all of my movies.,other,0,0,0,0,0,0,0,0,0,0,-1.85,NEGATIVE,0.253,0.747,0.0,-0.2584,NEGATIVE
34_4,34,keeps coming up with no disk errors.,other,0,0,0,0,0,0,0,0,0,0,-1.2,NEGATIVE,0.238,0.541,0.22,-0.0423,NEUTRAL
34_5,34,"i tried called apex cust service, no help.",support_contact,1,0,0,1,0,0,0,0,0,0,-1.75,NEGATIVE,0.244,0.756,0.0,-0.3089,NEGATIVE
34_6,34,don't waste your money.,complaint,2,1,0,0,0,0,1,0,0,0,-2.2,NEGATIVE,0.0,0.563,0.437,0.3252,POSITIVE
34_7,34,"mine was 2 weeks old and i chucked it in the trash, where it belongs.",other,0,0,0,0,0,0,0,0,0,0,-3.25,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
34_8,34,this is the 4 apex player that i have bought.,other,0,0,0,0,0,0,0,0,0,0,0.0,NEUTRAL,0.0,1.0,0.0,0.0,NEUTRAL
34_9,34,you might think you are saving money by buying an apex but in the long run you will spend more.,price_value,2,0,0,0,0,0,1,1,0,0,-1.95,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
34_10,34,each of the 4 lasted less than six months.,other,0,0,0,0,0,0,0,0,0,0,-2.1,NEGATIVE,0.0,1.0,0.0,0.0,NEUTRAL
34_11,34,you can get a pretty good progressive scan sony or toshiba now for 68 bucks just about anywhere.,other,0,0,0,0,0,0,0,0,0,0,0.9,POSITIVE,0.0,0.724,0.276,0.7269,POSITIVE
34_12,34,spend the money its well worth it.,price_value,1,0,0,0,0,0,1,0,0,0,2.4,POSITIVE,0.0,0.556,0.444,0.4588,POSITIVE
35_1,35,what a dvd player!,other,0,0,0,0,0,0,0,0,0,0,2.15,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
35_2,35,this is the best dvd player i've purchased.,recommendation,1,0,0,0,0,0,0,1,0,0,3.2,POSITIVE,0.0,0.625,0.375,0.6369,POSITIVE
35_3,35,"i've owned a panasonic and sony dvd and this one outperforms in function and image quality and most of all, access speed.",product_quality,2,0,0,0,0,1,0,0,1,0,2.55,POSITIVE,0.0,1.0,0.0,0.0,NEUTRAL
35_4,35,"for those of you who has problems with this player, i'd suggest checking the owners manual to get the right setting so that you are not displaying the wrong mode and have no picture, etc.",complaint,2,1,0,0,0,0,0,1,0,0,-0.05,NEUTRAL,0.124,0.811,0.065,-0.3283,NEGATIVE
